,order_id,date,customer_id,customer_name,age,gender,region,category,product,quantity,unit_price,discount_pct,payment_method,order_status,rating,year,month,day
5475,ORD05476,2022-08-12,CUST0250,Meera,21,F,Central,Toys,RC Car,2,1292.61,10,Net Banking,Returned,1.6,2022,8,12
5478,ORD05479,2022-04-20,CUST0191,Divya,33,F,South,Food,Cooking Oil,4,2008.52,20,UPI,Returned,4.3,2022,4,20
5481,ORD05482,2022-01-17,CUST2634,Sneha,54,F,East,Toys,LEGO Set,10,3377.4,10,Cash,Delivered,4.1,2022,1,17
5483,ORD05484,2022-10-07,CUST2722,Karan,39,M,North,Furniture,Table,7,2799.11,15,UPI,Pending,2.5,2022,10,7
5486,ORD05487,2022-10-20,CUST2165,Amit,31,M,Central,Books,Textbook,8,3740.16,15,Debit Card,Delivered,2.9,2022,10,20
5487,ORD05488,2022-08-03,CUST2496,Ritu,25,F,West,Furniture,Bed Frame,2,139.62,0,Credit Card,Pending,2.9,2022,8,3
5488,ORD05489,2022-09-21,CUST0860,Vijay,19,M,East,Sports,Yoga Mat,7,2223.48,15,Net Banking,Cancelled,1.0,2022,9,21
5491,ORD05492,2022-12-18,CUST0843,Karan,33,M,Central,Sports,Football,4,3890.09,10,Credit Card,Cancelled,1.9,2022,12,18
5492,ORD05493,2022-10-17,CUST2841,Arjun,23,M,North,Furniture,Bed Frame,10,2586.74,0,Credit Card,Cancelled,1.8,2022,10,17
5493,ORD05494,2022-01-29,CUST1046,Amit,18,M,East,Electronics,Tablet,10,3179.96,10,Debit Card,Cancelled,2.6,2022,1,29
5494,ORD05495,2022-08-19,CUST0234,Anita,56,F,South,Toys,Puzzle,10,343.95,5,Credit Card,Delivered,4.2,2022,8,19
5497,ORD05498,2022-06-08,CUST2800,Rohan,31,M,Central,Furniture,Chair,4,4485.38,20,Cash,Returned,4.0,2022,6,8
5498,ORD05499,2022-05-20,CUST2508,Karan,26,M,East,Clothing,Saree,6,1663.01,15,Credit Card,Delivered,1.1,2022,5,20
5500,ORD05501,2022-05-15,CUST0162,Rahul,43,M,West,Sports,Badminton Set,9,1093.99,15,Cash,Returned,,2022,5,15
5503,ORD05504,2022-01-11,CUST0861,Amit,41,M,South,Food,Cooking Oil,2,1798.18,0,UPI,Pending,3.8,2022,1,11
5506,ORD05507,2022-12-02,CUST1058,Ritu,65,F,North,Clothing,Saree,1,1338.31,5,Credit Card,Returned,3.3,2022,12,2
5507,ORD05508,2022-10-25,CUST1260,Asha,41,F,West,Sports,Dumbbells,2,3548.92,20,UPI,Returned,1.7,2022,10,25
5508,ORD05509,2022-06-09,CUST1368,Sneha,27,F,Central,Food,Biscuits,6,3170.14,5,Cash,Returned,4.0,2022,6,9
5509,ORD05510,2022-05-19,CUST0176,Rahul,20,M,West,Furniture,Table,9,1940.04,10,Cash,Pending,,2022,5,19
5510,ORD05511,2022-01-24,CUST0347,Amit,34,M,Central,Clothing,Jeans,6,4251.22,15,Cash,Returned,2.2,2022,1,24
5511,ORD05512,2022-11-29,CUST1335,Kavya,46,F,South,Toys,LEGO Set,3,4408.69,20,Debit Card,Returned,3.2,2022,11,29
5512,ORD05513,2022-02-15,CUST0645,Meera,41,F,Central,Clothing,Saree,1,2740.63,10,Debit Card,Delivered,3.7,2022,2,15
5515,ORD05516,2022-04-06,CUST2238,Arjun,49,M,Central,Furniture,Table,8,1450.53,20,Debit Card,Delivered,2.2,2022,4,6
5516,ORD05517,2022-02-21,CUST0688,Sneha,39,F,East,Sports,Cricket Bat,9,4254.19,10,Debit Card,Cancelled,1.2,2022,2,21
5517,ORD05518,2022-01-23,CUST0128,Karan,32,M,West,Toys,Puzzle,4,4882.35,5,Cash,Pending,4.5,2022,1,23
5518,ORD05519,2022-01-01,CUST1139,Priya,61,F,West,Toys,RC Car,4,1044.93,10,Debit Card,Pending,1.4,2022,1,1
5522,ORD05523,2022-07-07,CUST0181,Pooja,22,F,West,Books,Novel,1,4312.17,15,Net Banking,Pending,4.3,2022,7,7
5525,ORD05526,2022-05-23,CUST2894,Amit,56,M,Central,Clothing,Jacket,10,2542.47,5,Net Banking,Delivered,1.3,2022,5,23
5527,ORD05528,2022-08-19,CUST0569,Dev,58,M,West,Books,Comics,10,2400.81,10,UPI,Returned,3.9,2022,8,19
5528,ORD05529,2022-12-27,CUST2212,Rohan,19,M,West,Books,Novel,10,551.07,15,Cash,Delivered,3.4,2022,12,27
5529,ORD05530,2022-03-02,CUST2438,Sneha,30,F,South,Books,Self-Help,10,1705.07,15,Cash,Delivered,2.4,2022,3,2
5530,ORD05531,2022-01-14,CUST2090,Rahul,36,M,East,Toys,Puzzle,9,969.21,5,Cash,Delivered,4.1,2022,1,14
5531,ORD05532,2022-11-23,CUST0916,Ravi,27,M,West,Sports,Yoga Mat,9,1618.13,15,Net Banking,Delivered,4.4,2022,11,23
5532,ORD05533,2022-06-27,CUST1309,Suresh,20,M,South,Sports,Football,2,638.55,15,UPI,Pending,,2022,6,27
5534,ORD05535,2022-06-28,CUST1472,Priya,39,F,South,Furniture,Chair,4,1493.48,15,Net Banking,Pending,,2022,6,28
5537,ORD05538,2022-02-28,CUST2511,Divya,53,F,Central,Electronics,Laptop,9,4348.92,15,Credit Card,Delivered,2.8,2022,2,28
5538,ORD05539,2022-04-28,CUST1904,Anita,47,F,East,Sports,Cricket Bat,3,4372.58,5,Cash,Delivered,2.7,2022,4,28
5539,ORD05540,2022-11-05,CUST0119,Kavya,46,F,West,Food,Biscuits,3,3147.88,10,UPI,Pending,2.4,2022,11,5
5541,ORD05542,2022-05-29,CUST0787,Karan,48,M,South,Books,Cookbook,1,2511.18,10,Net Banking,Delivered,1.6,2022,5,29
5542,ORD05543,2022-09-08,CUST1181,Amit,26,M,North,Food,Spices Pack,3,4664.14,5,UPI,Delivered,3.5,2022,9,8
5543,ORD05544,2022-07-16,CUST1981,Ritu,22,F,Central,Clothing,Kurta,6,1137.08,10,UPI,Cancelled,,2022,7,16
5545,ORD05546,2022-02-23,CUST0292,Nikhil,41,M,West,Books,Novel,6,3503.32,5,Net Banking,Cancelled,1.8,2022,2,23
5546,ORD05547,2022-08-28,CUST2899,Suresh,42,M,North,Sports,Yoga Mat,6,2683.22,15,Debit Card,Delivered,4.2,2022,8,28
5547,ORD05548,2022-10-09,CUST1158,Rahul,18,M,East,Toys,Doll,9,2217.34,20,UPI,Cancelled,1.8,2022,10,9
5548,ORD05549,2022-06-10,CUST0296,Nisha,62,F,Central,Electronics,Tablet,7,3128.2,5,Credit Card,Returned,4.3,2022,6,10
5549,ORD05550,2022-03-24,CUST0766,Rohan,49,M,West,Electronics,Smartwatch,2,2368.37,0,Credit Card,Cancelled,3.8,2022,3,24
5551,ORD05552,2022-08-08,CUST1972,Meera,39,F,Central,Electronics,Tablet,7,1831.78,10,Debit Card,Returned,4.4,2022,8,8
5553,ORD05554,2022-02-05,CUST2949,Nisha,37,F,Central,Furniture,Table,6,871.8,10,Credit Card,Returned,1.4,2022,2,5
5554,ORD05555,2022-02-26,CUST1769,Rahul,34,M,East,Food,Dal 2kg,6,758.35,10,UPI,Returned,2.0,2022,2,26
5557,ORD05558,2022-06-04,CUST2218,Arjun,48,M,East,Books,Self-Help,2,1788.06,10,Cash,Returned,1.3,2022,6,4
5559,ORD05560,2022-04-06,CUST1264,Priya,32,F,West,Sports,Yoga Mat,2,3660.12,20,Cash,Cancelled,3.1,2022,4,6
5563,ORD05564,2022-02-04,CUST2034,Dev,52,M,West,Electronics,Laptop,2,4730.79,15,Cash,Cancelled,2.2,2022,2,4
5564,ORD05565,2022-01-04,CUST0992,Asha,54,F,West,Electronics,Tablet,3,634.19,15,Credit Card,Delivered,3.0,2022,1,4
5565,ORD05566,2022-03-08,CUST1850,Kavya,48,F,North,Electronics,Headphones,3,2915.39,20,Debit Card,Cancelled,4.3,2022,3,8
5566,ORD05567,2022-02-22,CUST2251,Divya,61,F,Central,Furniture,Sofa,2,3446.2,15,Debit Card,Pending,3.2,2022,2,22
5569,ORD05570,2022-08-06,CUST0620,Karan,42,M,Central,Toys,RC Car,2,3491.28,20,Credit Card,Cancelled,1.4,2022,8,6
5571,ORD05572,2022-07-07,CUST1240,Nisha,29,F,East,Books,Self-Help,9,4929.14,20,Cash,Returned,3.8,2022,7,7
5572,ORD05573,2022-01-17,CUST0859,Ritu,43,F,South,Clothing,Kurta,9,3211.34,0,Net Banking,Returned,2.4,2022,1,17
5573,ORD05574,2022-03-08,CUST2248,Asha,35,F,Central,Toys,Puzzle,2,2558.41,0,Net Banking,Pending,1.0,2022,3,8
5574,ORD05575,2022-03-12,CUST0515,Nikhil,48,M,East,Electronics,Tablet,5,2364.94,5,Net Banking,Returned,2.5,2022,3,12
5575,ORD05576,2022-08-17,CUST0637,Vijay,57,M,West,Electronics,Laptop,7,521.07,20,UPI,Delivered,3.4,2022,8,17
5579,ORD05580,2022-12-13,CUST1773,Nisha,53,F,East,Sports,Dumbbells,10,1085.43,5,Cash,Pending,2.8,2022,12,13
5582,ORD05583,2022-06-02,CUST0469,Nikhil,42,M,East,Electronics,Smartwatch,9,1718.59,10,Cash,Delivered,2.5,2022,6,2
5583,ORD05584,2022-11-30,CUST2659,Amit,38,M,South,Books,Cookbook,1,2649.91,20,Credit Card,Delivered,3.2,2022,11,30
5584,ORD05585,2022-09-09,CUST1938,Amit,54,M,Central,Toys,RC Car,10,4439.84,15,UPI,Returned,3.2,2022,9,9
5587,ORD05588,2022-02-26,CUST0738,Divya,22,F,Central,Clothing,Kurta,7,3579.59,20,Credit Card,Returned,3.9,2022,2,26
5588,ORD05589,2022-01-12,CUST0239,Pooja,50,F,South,Electronics,Phone,6,2708.41,10,Credit Card,Cancelled,3.0,2022,1,12
5592,ORD05593,2022-09-28,CUST1231,Ritu,60,F,North,Food,Biscuits,7,708.72,15,Cash,Returned,1.9,2022,9,28
5593,ORD05594,2022-07-11,CUST1708,Kavya,50,F,East,Books,Self-Help,1,1243.75,10,Net Banking,Pending,3.5,2022,7,11
5594,ORD05595,2022-09-27,CUST0945,Rohan,33,M,South,Electronics,Headphones,10,563.4,20,Net Banking,Cancelled,4.1,2022,9,27
5595,ORD05596,2022-04-17,CUST0610,Anita,39,F,North,Furniture,Table,10,2534.44,20,Cash,Pending,2.8,2022,4,17
5596,ORD05597,2022-11-12,CUST1545,Meera,32,F,Central,Sports,Cricket Bat,6,3928.31,5,Debit Card,Delivered,1.2,2022,11,12
5597,ORD05598,2022-01-03,CUST1024,Dev,57,M,West,Food,Spices Pack,5,901.02,15,Credit Card,Delivered,3.4,2022,1,3
5598,ORD05599,2022-12-13,CUST0402,Asha,49,F,West,Sports,Badminton Set,10,3849.2,5,Cash,Returned,1.0,2022,12,13
5600,ORD05601,2022-04-12,CUST2291,Suresh,23,M,East,Clothing,T-Shirt,3,857.93,0,Debit Card,Pending,3.7,2022,4,12
5601,ORD05602,2022-09-14,CUST0018,Kavya,57,F,East,Electronics,Phone,5,3189.51,15,Credit Card,Pending,,2022,9,14
5604,ORD05605,2022-05-21,CUST2855,Suresh,53,M,North,Clothing,T-Shirt,7,2456.89,15,Net Banking,Pending,3.3,2022,5,21
5605,ORD05606,2022-08-13,CUST0638,Asha,60,F,North,Electronics,Tablet,5,4095.09,5,UPI,Cancelled,4.6,2022,8,13
5606,ORD05607,2022-11-10,CUST2159,Vijay,48,M,Central,Clothing,Jeans,5,4419.11,15,Cash,Cancelled,4.8,2022,11,10
5607,ORD05608,2022-08-02,CUST2381,Dev,46,M,Central,Food,Spices Pack,2,1188.16,0,Net Banking,Delivered,3.8,2022,8,2
5609,ORD05610,2022-02-22,CUST0497,Ritu,21,F,East,Sports,Badminton Set,8,966.62,5,Debit Card,Delivered,2.3,2022,2,22
5611,ORD05612,2022-10-13,CUST0458,Ritu,20,F,East,Clothing,Jeans,6,3491.69,5,Credit Card,Cancelled,3.0,2022,10,13
5612,ORD05613,2022-01-07,CUST0290,Sneha,44,F,East,Toys,Board Game,6,4196.61,0,Credit Card,Pending,1.0,2022,1,7
5614,ORD05615,2022-04-25,CUST1040,Ravi,36,M,North,Books,Cookbook,3,396.16,20,Debit Card,Pending,2.5,2022,4,25
5615,ORD05616,2022-12-15,CUST2509,Amit,41,M,West,Books,Self-Help,7,3671.0,0,UPI,Cancelled,1.1,2022,12,15
5616,ORD05617,2022-08-17,CUST0385,Amit,34,M,Central,Books,Textbook,5,1149.5,10,Cash,Returned,3.4,2022,8,17
5617,ORD05618,2022-10-11,CUST0685,Vijay,45,M,South,Clothing,Jacket,10,4256.89,5,UPI,Cancelled,2.9,2022,10,11
5618,ORD05619,2022-06-20,CUST1812,Rohan,65,M,South,Toys,Doll,10,517.98,10,Credit Card,Cancelled,4.6,2022,6,20
5619,ORD05620,2022-01-13,CUST1455,Ravi,60,M,East,Electronics,Phone,7,1469.77,0,Credit Card,Cancelled,1.7,2022,1,13
5621,ORD05622,2022-10-27,CUST0804,Suresh,18,M,North,Books,Self-Help,6,3692.35,15,Credit Card,Pending,2.0,2022,10,27
5622,ORD05623,2022-02-18,CUST2758,Suresh,50,M,South,Sports,Football,5,4748.29,5,UPI,Returned,1.6,2022,2,18
5625,ORD05626,2022-01-13,CUST0831,Arjun,35,M,Central,Books,Cookbook,3,3487.4,0,Cash,Pending,3.1,2022,1,13
5628,ORD05629,2022-04-28,CUST2800,Meera,51,F,Central,Sports,Yoga Mat,5,1542.28,5,Cash,Cancelled,3.3,2022,4,28
5630,ORD05631,2022-02-04,CUST2432,Suresh,36,M,Central,Books,Novel,6,676.99,15,Credit Card,Pending,5.0,2022,2,4
5631,ORD05632,2022-11-11,CUST0736,Nisha,34,F,East,Sports,Cricket Bat,1,226.44,10,Net Banking,Returned,2.4,2022,11,11
5634,ORD05635,2022-05-29,CUST1646,Karan,20,M,North,Books,Comics,8,1185.58,5,Net Banking,Pending,3.8,2022,5,29
5635,ORD05636,2022-06-21,CUST2515,Sneha,54,F,North,Furniture,Bed Frame,9,2627.02,5,Cash,Pending,,2022,6,21
5638,ORD05639,2022-02-19,CUST1813,Anita,20,F,North,Food,Dal 2kg,8,1206.88,20,Debit Card,Returned,1.5,2022,2,19
5640,ORD05641,2022-03-27,CUST0397,Karan,50,M,West,Toys,Puzzle,7,4173.22,10,UPI,Pending,1.2,2022,3,27
5642,ORD05643,2022-08-16,CUST2473,Meera,64,F,East,Electronics,Phone,1,1013.86,10,Cash,Cancelled,2.3,2022,8,16
5644,ORD05645,2022-02-18,CUST0355,Ritu,20,F,West,Furniture,Table,10,4087.19,15,Credit Card,Delivered,4.6,2022,2,18
5647,ORD05648,2022-08-21,CUST0587,Ravi,35,M,Central,Food,Biscuits,7,4602.48,5,UPI,Returned,3.5,2022,8,21
5653,ORD05654,2022-07-17,CUST1276,Amit,46,M,West,Clothing,Saree,7,2872.2,20,UPI,Returned,1.1,2022,7,17
5655,ORD05656,2022-07-06,CUST1879,Vijay,29,M,North,Furniture,Bookshelf,10,374.69,20,Cash,Cancelled,1.6,2022,7,6
5658,ORD05659,2022-01-23,CUST1113,Pooja,27,F,North,Toys,Board Game,4,2622.82,10,Debit Card,Cancelled,4.3,2022,1,23
5660,ORD05661,2022-05-05,CUST0053,Anita,59,F,East,Food,Cooking Oil,6,1294.45,5,Credit Card,Returned,4.2,2022,5,5
5661,ORD05662,2022-08-16,CUST0036,Amit,63,M,Central,Toys,Puzzle,3,3630.62,20,UPI,Delivered,1.7,2022,8,16
5663,ORD05664,2022-08-04,CUST0084,Meera,31,F,Central,Electronics,Phone,10,606.0,5,Cash,Delivered,2.9,2022,8,4
5664,ORD05665,2022-09-22,CUST2097,Nikhil,41,M,East,Toys,RC Car,9,3780.29,15,Credit Card,Returned,4.6,2022,9,22
5665,ORD05666,2022-11-27,CUST0035,Divya,57,F,West,Books,Textbook,2,2608.33,0,Net Banking,Delivered,2.0,2022,11,27
5666,ORD05667,2022-04-22,CUST2545,Divya,33,F,West,Clothing,Jacket,1,2514.81,5,Net Banking,Pending,3.1,2022,4,22
5667,ORD05668,2022-11-19,CUST2679,Suresh,33,M,South,Food,Biscuits,5,3203.93,20,Cash,Pending,3.6,2022,11,19
5668,ORD05669,2022-10-25,CUST2996,Suresh,51,M,Central,Toys,RC Car,1,1996.49,20,Credit Card,Returned,2.0,2022,10,25
5669,ORD05670,2022-01-05,CUST1029,Meera,37,F,Central,Furniture,Chair,3,2393.02,20,UPI,Cancelled,2.6,2022,1,5
5671,ORD05672,2022-01-13,CUST2978,Nikhil,38,M,East,Electronics,Headphones,4,4006.03,15,UPI,Pending,3.6,2022,1,13
5672,ORD05673,2022-06-30,CUST2205,Nisha,44,F,North,Electronics,Tablet,5,3143.77,10,UPI,Pending,3.8,2022,6,30
5673,ORD05674,2022-06-24,CUST2109,Rohan,22,M,East,Food,Rice 5kg,4,3207.93,20,Credit Card,Delivered,2.4,2022,6,24
5677,ORD05678,2022-05-04,CUST0092,Ritu,26,F,West,Furniture,Table,3,287.36,0,Debit Card,Pending,2.5,2022,5,4
5678,ORD05679,2022-07-01,CUST2372,Pooja,47,F,West,Furniture,Bookshelf,7,3718.36,20,Cash,Cancelled,,2022,7,1
5679,ORD05680,2022-08-26,CUST0776,Nisha,42,F,West,Food,Spices Pack,8,3132.96,10,Net Banking,Delivered,3.7,2022,8,26
5683,ORD05684,2022-10-08,CUST0757,Arjun,31,M,West,Sports,Badminton Set,6,1268.27,5,UPI,Cancelled,,2022,10,8
5685,ORD05686,2022-05-08,CUST0001,Nisha,38,F,East,Books,Novel,4,2405.05,0,Net Banking,Delivered,3.9,2022,5,8
5686,ORD05687,2022-08-26,CUST2277,Pooja,48,F,South,Sports,Yoga Mat,2,4579.99,5,UPI,Cancelled,4.0,2022,8,26
5687,ORD05688,2022-12-22,CUST2375,Asha,59,F,Central,Food,Dal 2kg,5,800.12,15,Credit Card,Pending,4.1,2022,12,22
5689,ORD05690,2022-01-13,CUST1490,Karan,65,M,Central,Toys,LEGO Set,7,120.29,20,Cash,Pending,4.8,2022,1,13
5691,ORD05692,2022-06-08,CUST0631,Rahul,65,M,North,Books,Self-Help,4,1439.89,10,Cash,Delivered,4.0,2022,6,8
5692,ORD05693,2022-02-26,CUST0225,Suresh,52,M,West,Electronics,Smartwatch,5,1243.03,20,UPI,Returned,3.2,2022,2,26
5695,ORD05696,2022-06-08,CUST0776,Kavya,52,F,East,Toys,Puzzle,6,3986.26,5,Debit Card,Delivered,,2022,6,8
5701,ORD05702,2022-12-03,CUST2223,Karan,29,M,Central,Food,Rice 5kg,5,1780.54,20,Debit Card,Delivered,,2022,12,3
5703,ORD05704,2022-11-09,CUST0871,Kavya,56,F,North,Sports,Badminton Set,9,3795.31,5,Net Banking,Delivered,,2022,11,9
5704,ORD05705,2022-06-30,CUST0196,Pooja,30,F,East,Toys,LEGO Set,9,4686.44,15,UPI,Delivered,3.4,2022,6,30
5705,ORD05706,2022-09-14,CUST2415,Asha,36,F,South,Toys,Board Game,3,3342.95,5,Debit Card,Cancelled,2.6,2022,9,14
5706,ORD05707,2022-08-15,CUST2637,Sneha,26,F,North,Clothing,Jacket,8,2484.1,20,UPI,Pending,,2022,8,15
5707,ORD05708,2022-02-07,CUST2432,Dev,31,M,Central,Clothing,Jeans,4,884.27,5,Net Banking,Returned,,2022,2,7
5708,ORD05709,2022-03-07,CUST1682,Nikhil,24,M,East,Furniture,Table,4,1750.38,0,Net Banking,Pending,2.2,2022,3,7
5713,ORD05714,2022-08-28,CUST2422,Karan,58,M,West,Books,Novel,4,2240.05,20,Debit Card,Returned,4.6,2022,8,28
5717,ORD05718,2022-01-14,CUST1664,Karan,22,M,North,Electronics,Phone,6,4907.57,20,UPI,Delivered,3.0,2022,1,14
5718,ORD05719,2022-01-22,CUST0538,Divya,43,F,South,Furniture,Chair,4,1540.97,15,Net Banking,Pending,,2022,1,22
5719,ORD05720,2022-02-14,CUST1784,Meera,28,F,North,Furniture,Table,3,3330.96,10,Debit Card,Returned,2.0,2022,2,14
5720,ORD05721,2022-09-18,CUST0271,Karan,55,M,Central,Sports,Football,1,421.05,20,Cash,Pending,1.2,2022,9,18
5722,ORD05723,2022-05-08,CUST0747,Divya,46,F,Central,Furniture,Table,2,3665.85,0,Credit Card,Returned,2.5,2022,5,8
5726,ORD05727,2022-03-02,CUST1566,Kavya,60,F,Central,Toys,Puzzle,10,769.72,20,Cash,Pending,2.0,2022,3,2
5727,ORD05728,2022-03-11,CUST1342,Arjun,65,M,Central,Toys,Doll,10,2489.08,5,Cash,Pending,,2022,3,11
5728,ORD05729,2022-05-01,CUST2238,Dev,64,M,South,Food,Cooking Oil,5,3343.21,0,Debit Card,Returned,1.4,2022,5,1
5729,ORD05730,2022-10-17,CUST0383,Ravi,27,M,East,Food,Spices Pack,8,266.91,10,Debit Card,Pending,1.8,2022,10,17
5730,ORD05731,2022-07-07,CUST2108,Kavya,59,F,North,Clothing,Jacket,5,3555.6,20,Credit Card,Pending,5.0,2022,7,7
5734,ORD05735,2022-02-09,CUST0399,Nisha,63,F,East,Food,Dal 2kg,4,3979.83,20,Credit Card,Returned,2.9,2022,2,9
5735,ORD05736,2022-04-09,CUST2406,Rahul,54,M,South,Furniture,Table,5,225.37,15,Net Banking,Returned,3.6,2022,4,9
5737,ORD05738,2022-06-10,CUST0997,Arjun,31,M,East,Sports,Cricket Bat,5,2331.03,10,Credit Card,Delivered,4.1,2022,6,10
5738,ORD05739,2022-04-30,CUST2517,Suresh,33,M,East,Clothing,Kurta,1,4135.87,0,Credit Card,Pending,4.2,2022,4,30
5739,ORD05740,2022-03-19,CUST0002,Vijay,62,M,Central,Electronics,Phone,2,3777.81,10,Debit Card,Pending,3.2,2022,3,19
5740,ORD05741,2022-12-17,CUST1108,Nikhil,21,M,North,Furniture,Sofa,10,3949.53,5,Debit Card,Delivered,1.4,2022,12,17
5743,ORD05744,2022-03-26,CUST2286,Nikhil,47,M,North,Electronics,Laptop,8,2005.59,10,Credit Card,Pending,2.3,2022,3,26
5744,ORD05745,2022-11-01,CUST2910,Rohan,45,M,West,Food,Rice 5kg,7,1261.79,10,Debit Card,Pending,4.9,2022,11,1
5747,ORD05748,2022-12-14,CUST1367,Sneha,62,F,Central,Furniture,Bed Frame,9,1871.83,0,Debit Card,Returned,2.7,2022,12,14
5748,ORD05749,2022-07-31,CUST1524,Amit,44,M,Central,Sports,Yoga Mat,5,2036.93,15,Credit Card,Returned,3.1,2022,7,31
5751,ORD05752,2022-06-12,CUST0577,Rohan,29,M,North,Electronics,Smartwatch,6,2310.97,20,Debit Card,Cancelled,2.1,2022,6,12
5753,ORD05754,2022-09-06,CUST1527,Nikhil,49,M,West,Sports,Cricket Bat,10,2217.25,15,Debit Card,Cancelled,3.0,2022,9,6
5759,ORD05760,2022-12-20,CUST2362,Amit,33,M,North,Food,Cooking Oil,1,2993.76,20,UPI,Returned,1.4,2022,12,20
5760,ORD05761,2022-09-27,CUST2739,Karan,50,M,Central,Books,Cookbook,7,3842.06,10,Credit Card,Cancelled,4.3,2022,9,27
5761,ORD05762,2022-03-26,CUST2556,Anita,47,F,East,Sports,Cricket Bat,8,1458.99,10,Net Banking,Cancelled,3.6,2022,3,26
5762,ORD05763,2022-11-04,CUST2513,Anita,47,F,East,Toys,Puzzle,6,4339.37,5,Debit Card,Cancelled,3.7,2022,11,4
5763,ORD05764,2022-09-24,CUST0175,Suresh,21,M,East,Books,Cookbook,4,1404.12,15,UPI,Delivered,3.3,2022,9,24
5766,ORD05767,2022-01-17,CUST0938,Dev,60,M,South,Books,Comics,2,1039.08,15,Credit Card,Delivered,2.9,2022,1,17
5770,ORD05771,2022-02-11,CUST0669,Asha,33,F,South,Sports,Yoga Mat,1,3762.31,20,Net Banking,Cancelled,4.2,2022,2,11
5771,ORD05772,2022-02-04,CUST1203,Ravi,27,M,East,Food,Dal 2kg,5,1727.28,10,Debit Card,Returned,3.4,2022,2,4
5772,ORD05773,2022-05-14,CUST1694,Rahul,34,M,South,Clothing,T-Shirt,4,3143.02,10,UPI,Returned,,2022,5,14
5776,ORD05777,2022-12-10,CUST1155,Anita,61,F,North,Food,Spices Pack,1,4595.01,10,Credit Card,Cancelled,1.1,2022,12,10
5779,ORD05780,2022-08-31,CUST0637,Karan,19,M,West,Books,Textbook,6,3771.87,10,UPI,Pending,3.5,2022,8,31
5780,ORD05781,2022-11-21,CUST2716,Meera,51,F,South,Electronics,Smartwatch,1,3668.77,20,Credit Card,Pending,1.6,2022,11,21
5781,ORD05782,2022-08-29,CUST1959,Ritu,26,F,East,Toys,Puzzle,4,4950.63,20,Credit Card,Returned,3.8,2022,8,29
5782,ORD05783,2022-03-22,CUST1592,Dev,32,M,Central,Books,Cookbook,6,1257.09,20,Debit Card,Cancelled,1.7,2022,3,22
5784,ORD05785,2022-02-04,CUST2320,Suresh,38,M,West,Books,Comics,1,2848.45,15,UPI,Returned,4.9,2022,2,4
5785,ORD05786,2022-12-28,CUST1853,Nikhil,42,M,Central,Furniture,Bed Frame,3,2819.55,15,Credit Card,Cancelled,3.1,2022,12,28
5786,ORD05787,2022-11-11,CUST2381,Rahul,57,M,South,Toys,RC Car,2,3479.85,0,Cash,Cancelled,4.3,2022,11,11
5787,ORD05788,2022-09-12,CUST1357,Ravi,65,M,Central,Food,Biscuits,8,890.37,15,UPI,Delivered,1.6,2022,9,12
5788,ORD05789,2022-08-17,CUST2236,Ravi,51,M,North,Toys,RC Car,8,1837.17,15,UPI,Delivered,4.5,2022,8,17
5792,ORD05793,2022-03-14,CUST0413,Nisha,47,F,South,Books,Comics,9,959.01,20,Net Banking,Delivered,2.6,2022,3,14
5793,ORD05794,2022-05-09,CUST2808,Dev,52,M,South,Sports,Cricket Bat,4,2594.85,15,Net Banking,Delivered,3.7,2022,5,9
5794,ORD05795,2022-09-15,CUST2498,Ritu,33,F,North,Furniture,Bookshelf,9,4930.86,10,Net Banking,Returned,3.3,2022,9,15
5796,ORD05797,2022-09-29,CUST1187,Divya,26,F,North,Sports,Football,3,2538.28,15,UPI,Delivered,2.0,2022,9,29
5800,ORD05801,2022-08-10,CUST0698,Amit,31,M,South,Toys,Doll,7,3764.11,0,Cash,Cancelled,3.3,2022,8,10
5802,ORD05803,2022-02-08,CUST2645,Divya,41,F,Central,Food,Spices Pack,3,3821.21,15,Debit Card,Returned,1.4,2022,2,8
5803,ORD05804,2022-11-20,CUST1761,Suresh,65,M,North,Electronics,Phone,9,3121.79,20,UPI,Pending,3.0,2022,11,20
5804,ORD05805,2022-12-28,CUST2101,Suresh,56,M,East,Electronics,Laptop,3,1916.76,5,Net Banking,Cancelled,2.1,2022,12,28
5805,ORD05806,2022-11-17,CUST0951,Meera,34,F,South,Furniture,Sofa,6,169.33,15,UPI,Pending,3.3,2022,11,17
5806,ORD05807,2022-03-23,CUST1087,Karan,46,M,East,Books,Novel,9,1854.12,0,Credit Card,Pending,4.2,2022,3,23
5807,ORD05808,2022-06-04,CUST2680,Nisha,32,F,South,Clothing,Jacket,3,1737.76,5,Net Banking,Delivered,3.2,2022,6,4
5810,ORD05811,2022-09-07,CUST2277,Vijay,22,M,Central,Toys,Board Game,7,2151.89,10,Debit Card,Pending,3.8,2022,9,7
5814,ORD05815,2022-10-01,CUST2878,Kavya,56,F,South,Books,Novel,2,180.45,20,Debit Card,Returned,2.4,2022,10,1
5817,ORD05818,2022-11-28,CUST2311,Amit,30,M,North,Toys,LEGO Set,4,2546.3,15,Credit Card,Cancelled,,2022,11,28
5823,ORD05824,2022-05-02,CUST2691,Karan,18,M,West,Food,Dal 2kg,8,2799.71,0,UPI,Cancelled,2.7,2022,5,2
5824,ORD05825,2022-09-30,CUST2915,Karan,61,M,West,Sports,Dumbbells,4,2873.71,20,Net Banking,Pending,1.4,2022,9,30
